Age,Gender,EmploymentYears,HomeOwnership,MaritalStatus,AnnualIncome,LoanAmount,LoanTermMonths,CreditScore,NumCreditCards,DebtToIncomeRatio,PreviousDefaults,Default
27,Female,4,Mortgage,Divorced,506517,366766,24,701,3,0.72,0,0
56,Female,28,Rent,Divorced,853098,229371,36,777,4,0.27,1,0
38,Female,14,Rent,Single,814639,268741,36,672,0,0.33,0,0
23,Male,0,Rent,Married,258809,141853,60,652,2,0.55,0,0
48,Female,20,Own,Married,725065,196938,48,711,2,0.27,0,0
26,Male,2,Rent,Single,396861,181579,36,676,3,0.46,0,0
64,Male,39,Own,Married,1218206,441451,36,794,3,0.36,0,0
64,Female,36,Rent,Married,971893,518720,36,762,1,0.53,0,0
41,Male,18,Rent,Married,670266,472766,48,729,1,0.71,0,0
48,Male,25,Mortgage,Divorced,638711,468207,48,793,2,0.73,0,1
60,Female,38,Mortgage,Married,1240223,322355,48,672,3,0.26,0,0
21,Female,0,Rent,Single,290807,85933,36,680,4,0.3,0,0
56,Male,35,Rent,Married,759763,598108,36,750,3,0.79,0,0
41,Female,16,Mortgage,Divorced,544426,138107,36,654,3,0.25,0,0
63,Female,39,Rent,Married,943981,621411,48,749,1,0.66,0,0
55,Female,33,Rent,Single,547952,189785,12,705,7,0.35,0,0
33,Female,12,Mortgage,Married,684731,405063,36,653,2,0.59,0,0
69,Male,45,Own,Single,979120,266500,36,726,2,0.27,0,0
30,Female,7,Rent,Married,373398,78093,12,668,2,0.21,0,0
64,Female,39,Rent,Married,785458,381350,36,770,2,0.49,0,1
67,Female,42,Rent,Married,1192479,672390,12,748,0,0.56,1,0
30,Male,4,Own,Married,459271,179115,24,649,3,0.39,0,0
66,Male,42,Own,Married,1171192,352209,60,796,2,0.3,0,0
33,Male,5,Rent,Married,526436,411708,36,600,4,0.78,0,0
57,Female,32,Rent,Single,985908,211276,36,708,2,0.21,1,0
58,Male,32,Mortgage,Single,848205,371500,48,715,2,0.44,0,0
44,Male,16,Rent,Married,541464,398125,60,714,5,0.74,1,0
22,Female,0,Mortgage,Married,612733,156954,36,636,2,0.26,0,0
42,Female,17,Rent,Single,732876,182377,60,697,4,0.25,0,0
37,Male,9,Rent,Married,537986,299355,24,737,2,0.56,0,0
56,Female,28,Own,Married,765909,206739,24,721,3,0.27,1,0
34,Male,11,Mortgage,Married,758746,388407,36,669,4,0.51,0,0
30,Male,4,Own,Married,323387,127798,36,698,5,0.4,0,0
55,Female,34,Mortgage,Married,1222243,558135,24,648,1,0.46,0,0
45,Male,20,Own,Married,736772,288441,60,590,3,0.39,0,1
23,Female,0,Own,Married,650466,462766,36,642,1,0.71,0,0
67,Male,42,Rent,Single,1176262,420522,24,789,4,0.36,2,0
58,Male,35,Own,Divorced,1289901,789743,48,741,6,0.61,0,0
37,Female,15,Rent,Single,530542,155054,48,668,2,0.29,0,0
32,Female,8,Rent,Married,500061,359686,24,646,1,0.72,0,0
44,Female,16,Mortgage,Married,343805,254972,36,644,3,0.74,1,0
49,Male,27,Own,Married,894905,179332,48,626,4,0.2,0,0
63,Male,42,Mortgage,Married,998174,558483,60,705,4,0.56,1,1
45,Male,23,Rent,Single,779985,481751,60,762,5,0.62,0,0
56,Female,28,Rent,Single,995197,231310,60,758,2,0.23,0,0
46,Female,19,Mortgage,Married,952963,635729,36,705,4,0.67,0,0
58,Female,31,Own,Single,754548,350794,48,648,4,0.46,0,0
21,Female,0,Rent,Divorced,425947,149055,12,577,3,0.35,0,0
40,Female,16,Own,Married,758347,426994,36,652,3,0.56,0,0
48,Female,25,Own,Single,993192,276304,60,722,6,0.28,0,0
36,Male,9,Mortgage,Married,789943,593855,48,697,5,0.75,0,0
67,Male,40,Rent,Married,1075529,539276,36,780,2,0.5,0,0
37,Male,16,Mortgage,Single,586614,393369,36,689,2,0.67,1,1
60,Male,36,Mortgage,Married,1140653,333262,48,711,4,0.29,0,0
48,Male,22,Own,Married,668762,382821,60,725,7,0.57,0,0
32,Male,9,Mortgage,Divorced,511057,102582,36,679,3,0.2,2,0
47,Male,25,Mortgage,Single,696307,477782,48,695,2,0.69,0,0
62,Male,40,Mortgage,Married,714855,316116,24,691,4,0.44,0,0
67,Male,45,Mortgage,Single,1111187,502525,24,793,2,0.45,0,0
50,Male,25,Rent,Single,899910,626912,36,751,5,0.7,0,1
61,Male,35,Mortgage,Divorced,913382,354448,12,723,0,0.39,0,0
54,Male,29,Own,Single,1046020,350071,60,730,6,0.33,0,1
57,Male,31,Own,Married,607310,361033,24,685,2,0.59,0,0
26,Female,3,Rent,Married,517976,397360,36,559,1,0.77,0,0
27,Male,0,Own,Married,627926,168159,60,675,1,0.27,1,0
52,Female,30,Rent,Married,785702,340814,36,635,1,0.43,0,0
52,Female,28,Rent,Married,1133611,855964,12,695,2,0.76,0,0
45,Male,19,Own,Married,727282,228578,60,682,6,0.31,0,1
53,Male,30,Rent,Married,1080453,550661,24,684,3,0.51,0,0
27,Male,6,Own,Divorced,633069,455696,24,704,2,0.72,0,0
32,Male,6,Mortgage,Married,537231,244059,36,637,4,0.45,0,0
36,Female,15,Rent,Divorced,593264,178917,36,640,6,0.3,0,0
36,Female,13,Own,Single,546696,162121,36,660,3,0.3,0,1
63,Female,39,Own,Married,1004459,299313,36,715,1,0.3,0,0
56,Female,34,Mortgage,Married,838404,492665,36,724,3,0.59,0,1
33,Male,11,Own,Married,580595,407039,24,706,6,0.7,0,0
27,Male,3,Own,Married,270503,195446,48,651,6,0.72,0,1
56,Female,34,Rent,Married,935675,611978,36,741,3,0.65,2,1
67,Female,41,Mortgage,Single,1215909,689638,48,643,2,0.57,0,0
29,Male,1,Own,Single,459759,100026,36,592,1,0.22,1,0
52,Female,27,Own,Married,918652,517731,12,711,5,0.56,0,0
31,Male,6,Mortgage,Single,267852,94217,48,662,4,0.35,1,0
28,Male,4,Rent,Single,437272,138667,48,660,3,0.32,0,0
53,Female,26,Rent,Married,847953,575355,24,716,3,0.68,0,0
43,Female,15,Mortgage,Single,859950,254810,48,748,2,0.3,0,0
45,Female,17,Own,Single,804233,418860,36,549,6,0.52,0,0
28,Male,3,Own,Single,407140,256853,60,624,2,0.63,0,0
65,Male,39,Rent,Married,560895,229076,60,724,1,0.41,0,0
42,Male,19,Rent,Married,840178,540711,48,644,4,0.64,0,0
24,Female,2,Own,Married,451043,120951,60,641,4,0.27,0,0
60,Male,34,Own,Single,1062922,359758,36,678,2,0.34,0,0
23,Female,0,Own,Married,521572,160455,36,590,3,0.31,0,1
49,Male,25,Own,Married,825411,261350,36,690,2,0.32,0,1
61,Male,33,Mortgage,Married,815351,282208,36,764,1,0.35,0,0
49,Female,23,Mortgage,Single,1022782,756132,48,733,5,0.74,2,0
54,Female,28,Rent,Married,800219,204132,48,721,3,0.26,2,0
54,Male,27,Rent,Married,818146,387500,60,744,1,0.47,0,0
48,Female,23,Mortgage,Married,985639,692627,48,660,3,0.7,0,1
33,Male,10,Rent,Divorced,573125,293829,24,685,3,0.51,1,0
35,Female,12,Own,Married,279517,81053,24,653,1,0.29,0,0
43,Female,16,Mortgage,Single,343165,169673,24,678,6,0.49,3,0
64,Male,43,Own,Married,776651,380187,60,739,3,0.49,0,0
46,Male,18,Rent,Single,470023,284684,48,708,3,0.61,0,0
24,Male,1,Mortgage,Single,388881,221914,48,667,3,0.57,0,0
46,Male,21,Mortgage,Married,647364,504118,36,688,3,0.78,0,0
60,Female,38,Rent,Single,970579,633603,12,723,0,0.65,0,0
29,Male,2,Mortgage,Married,360333,103897,36,603,5,0.29,0,1
25,Male,3,Mortgage,Married,368709,217435,36,643,3,0.59,0,0
52,Female,30,Rent,Married,902834,271268,24,703,2,0.3,0,0
40,Female,15,Rent,Divorced,515101,366242,24,604,0,0.71,1,0
31,Male,9,Own,Single,362467,86382,24,686,2,0.24,0,0
35,Female,9,Mortgage,Married,757410,476632,36,713,0,0.63,0,1
52,Female,25,Own,Married,652228,222958,24,633,5,0.34,0,0
48,Male,22,Rent,Single,845093,202305,36,701,2,0.24,0,0
42,Female,15,Rent,Divorced,485079,346325,36,621,3,0.71,0,0
61,Female,39,Rent,Single,820363,454680,60,759,1,0.55,0,0
37,Male,13,Mortgage,Married,470741,323451,36,759,7,0.69,0,0
46,Female,22,Mortgage,Single,490080,374366,24,680,3,0.76,0,0
64,Female,43,Own,Married,784030,381981,12,780,5,0.49,0,0
27,Female,1,Mortgage,Single,312779,191873,36,675,2,0.61,1,0
62,Female,41,Rent,Single,893901,525970,60,752,3,0.59,0,0
46,Female,23,Own,Married,603431,386178,60,740,0,0.64,0,0
45,Female,22,Mortgage,Single,1015556,423493,60,737,1,0.42,0,0
30,Female,4,Rent,Married,417999,160024,48,651,3,0.38,0,0
65,Male,39,Mortgage,Single,1019583,580843,24,705,5,0.57,0,0
39,Male,11,Own,Married,626484,484614,36,657,1,0.77,0,0
31,Male,4,Own,Divorced,462881,184155,36,697,10,0.4,0,0
33,Male,10,Rent,Married,794325,473735,24,660,2,0.6,0,0
28,Male,1,Mortgage,Married,348489,214293,24,667,3,0.61,1,0
60,Male,39,Mortgage,Married,774478,163282,36,748,4,0.21,0,0
24,Female,2,Rent,Married,453788,148070,36,671,4,0.33,0,0
67,Female,40,Own,Married,527894,284723,24,682,5,0.54,0,0
51,Female,28,Mortgage,Married,698640,252767,60,701,3,0.36,0,0
48,Female,26,Mortgage,Married,691393,260680,36,700,4,0.38,0,0
31,Female,9,Rent,Single,627636,230525,36,679,1,0.37,0,0
63,Female,42,Own,Married,871149,299419,24,750,3,0.34,0,0
21,Male,0,Rent,Married,554202,348175,36,700,4,0.63,1,0
69,Male,42,Own,Single,1063410,340837,60,726,3,0.32,0,0
67,Male,43,Own,Married,1046526,811691,36,723,1,0.78,3,0
58,Male,32,Rent,Married,675280,481770,24,703,2,0.71,0,0
44,Female,20,Rent,Single,593274,351179,36,671,3,0.59,0,0
67,Male,42,Mortgage,Married,1071713,749424,36,741,3,0.7,0,0
51,Male,27,Mortgage,Married,714590,224046,24,799,1,0.31,0,0
61,Male,38,Rent,Divorced,962587,567147,60,721,0,0.59,0,0
66,Male,45,Own,Single,1333662,847425,24,756,3,0.64,1,0
46,Female,24,Mortgage,Divorced,624038,412084,60,711,1,0.66,0,0
69,Female,45,Rent,Single,1031687,806092,24,714,2,0.78,0,1
25,Male,0,Mortgage,Married,537205,391097,60,655,4,0.73,0,0
40,Female,14,Own,Single,855472,188547,48,612,2,0.22,0,0
61,Female,33,Mortgage,Married,754763,335465,60,746,2,0.44,0,0
31,Female,4,Own,Married,643649,197969,24,648,2,0.31,0,0
53,Male,28,Rent,Married,442955,320771,12,640,0,0.72,0,0
58,Male,33,Rent,Single,942320,232949,48,707,4,0.25,0,0
47,Male,22,Rent,Single,633129,378706,36,687,3,0.6,0,0
54,Female,32,Mortgage,Married,823967,643053,36,708,5,0.78,0,1
35,Male,10,Own,Married,317461,236431,24,627,5,0.74,0,0
52,Male,26,Rent,Married,599320,165638,36,695,7,0.28,0,1
41,Male,16,Rent,Single,648462,508322,48,703,3,0.78,0,0
66,Female,41,Rent,Single,967382,442284,60,717,2,0.46,0,0
25,Female,0,Own,Single,553932,274502,24,599,5,0.5,0,0
26,Male,0,Mortgage,Married,368262,186403,24,642,2,0.51,0,0
58,Female,36,Own,Single,1092110,705572,12,647,4,0.65,0,0
42,Male,15,Mortgage,Married,537210,416398,36,685,4,0.78,0,0
38,Male,10,Rent,Married,740994,230913,48,666,2,0.31,0,0
34,Male,9,Rent,Married,457731,174696,24,640,0,0.38,0,0
30,Male,7,Mortgage,Married,387247,163459,60,588,4,0.42,0,0
66,Female,38,Own,Married,1006545,658895,48,769,3,0.65,0,1
33,Female,12,Own,Married,529286,326372,48,608,3,0.62,0,0
51,Female,26,Own,Married,608789,243303,24,650,4,0.4,1,0
50,Male,25,Own,Married,816643,215416,24,645,2,0.26,0,0
23,Male,0,Own,Married,428261,151760,60,668,1,0.35,0,0
50,Male,29,Own,Married,707401,187958,36,745,5,0.27,0,0
26,Female,0,Rent,Married,495189,133235,48,697,3,0.27,1,0
49,Male,24,Mortgage,Married,684831,488735,36,682,2,0.71,0,1
28,Male,1,Rent,Married,150000,91932,60,573,4,0.61,0,1
64,Female,38,Rent,Married,1035773,808376,36,733,4,0.78,0,0
65,Female,37,Mortgage,Married,1263458,510300,48,765,2,0.4,0,0
63,Male,36,Own,Single,885780,588994,48,759,3,0.66,0,0
64,Male,39,Mortgage,Married,850046,191610,48,733,0,0.23,0,1
53,Male,30,Rent,Divorced,953656,632651,24,648,8,0.66,0,0
37,Female,10,Mortgage,Married,495381,318732,48,661,3,0.64,0,0
68,Male,42,Own,Married,1346212,945240,36,716,3,0.7,0,0
31,Female,7,Rent,Married,507783,322654,48,673,5,0.64,0,0
33,Female,11,Mortgage,Single,528140,398179,48,645,2,0.75,0,0
31,Male,3,Mortgage,Single,236172,110122,48,629,3,0.47,0,1
51,Male,29,Mortgage,Married,530049,254879,36,727,0,0.48,0,0
48,Male,20,Rent,Single,611561,282222,36,634,3,0.46,0,0
64,Male,43,Rent,Married,1056835,479061,36,771,2,0.45,0,0
26,Male,3,Rent,Married,509072,188757,48,672,1,0.37,0,0
61,Male,34,Mortgage,Married,863423,347734,24,738,6,0.4,0,0
36,Female,14,Mortgage,Married,542472,355143,36,681,2,0.65,3,1
24,Male,3,Own,Married,433493,326734,12,640,3,0.75,0,0
55,Female,34,Own,Married,1124650,746192,24,719,1,0.66,0,0
68,Male,45,Own,Married,1091293,683657,36,737,3,0.63,0,0
46,Female,24,Rent,Married,416568,133013,36,734,1,0.32,1,1
32,Female,8,Mortgage,Single,344457,82496,48,667,1,0.24,0,0
31,Female,10,Mortgage,Married,654294,335085,12,620,3,0.51,1,1
57,Male,32,Mortgage,Single,847408,552649,36,715,4,0.65,0,1
45,Female,21,Mortgage,Married,891500,347373,36,678,4,0.39,0,1
38,Female,14,Rent,Married,869419,512339,60,703,6,0.59,1,0
39,Male,14,Rent,Single,910380,252405,36,671,3,0.28,0,0
43,Female,21,Own,Single,604632,194616,36,694,3,0.32,0,0
58,Female,36,Own,Single,1027091,612400,60,708,0,0.6,0,0
38,Male,11,Own,Married,620197,370677,12,635,5,0.6,0,0
46,Male,23,Own,Divorced,669236,256016,36,660,4,0.38,0,0
26,Female,0,Mortgage,Single,390546,247205,12,631,4,0.63,0,0
24,Male,2,Mortgage,Married,289377,206212,36,630,4,0.71,0,0
64,Male,41,Rent,Single,962467,596726,24,749,3,0.62,0,0
49,Male,28,Rent,Married,887770,492768,60,675,2,0.56,0,0
54,Male,32,Rent,Married,915853,601801,48,648,3,0.66,0,1
37,Male,15,Mortgage,Single,742556,234806,48,688,5,0.32,0,0
63,Male,36,Mortgage,Single,544546,187967,60,767,3,0.35,0,0
63,Male,38,Rent,Married,924388,622993,36,763,5,0.67,0,0
36,Female,15,Rent,Married,729284,565070,12,658,2,0.77,0,0
22,Male,0,Rent,Divorced,294971,226833,24,750,3,0.77,0,1
54,Male,28,Rent,Married,551399,273140,36,698,4,0.5,0,0
28,Male,5,Rent,Divorced,431368,339843,48,681,3,0.79,0,0
33,Male,12,Rent,Married,647263,260032,36,628,2,0.4,1,0
62,Male,36,Own,Married,1112125,633812,36,717,6,0.57,1,0
28,Male,4,Rent,Single,441727,129149,24,658,2,0.29,0,1
50,Female,25,Rent,Single,893929,187002,24,728,0,0.21,0,0
52,Male,28,Own,Single,955052,526347,60,713,4,0.55,0,1
56,Male,30,Rent,Married,926420,485418,36,794,4,0.52,0,1
67,Female,44,Own,Married,1046584,456631,48,672,5,0.44,0,0
50,Male,28,Own,Single,517689,285113,12,677,2,0.55,0,0
21,Female,0,Mortgage,Married,350331,245640,36,614,5,0.7,0,0
63,Female,35,Mortgage,Divorced,1028087,320179,36,654,3,0.31,0,1
59,Male,37,Rent,Single,891002,279049,24,672,3,0.31,0,0
37,Female,14,Rent,Married,514763,349160,60,625,1,0.68,2,0
40,Female,16,Own,Married,874709,583207,36,660,2,0.67,0,0
44,Male,16,Own,Married,845121,270711,24,682,2,0.32,0,0
42,Female,19,Rent,Divorced,700779,208224,36,680,1,0.3,0,0
49,Female,21,Rent,Divorced,999566,660444,60,693,1,0.66,0,0
42,Female,19,Rent,Married,462305,98474,12,724,3,0.21,0,0
64,Female,40,Own,Single,1191600,547375,60,648,1,0.46,0,0
29,Female,3,Rent,Single,546276,196557,24,689,3,0.36,0,0
57,Male,35,Own,Married,814639,193945,48,710,6,0.24,0,1
30,Male,5,Own,Married,494499,219005,36,670,3,0.44,0,0
56,Male,28,Rent,Single,741362,245862,24,740,1,0.33,0,0
57,Male,34,Own,Single,870599,544792,24,693,2,0.63,0,0
48,Female,25,Mortgage,Single,692371,389335,36,685,2,0.56,0,0
48,Male,24,Rent,Single,765680,416539,24,721,5,0.54,0,0
62,Female,36,Rent,Divorced,843151,455965,12,773,7,0.54,0,0
63,Male,36,Rent,Divorced,679484,469204,24,665,5,0.69,0,0
41,Male,16,Rent,Divorced,662708,295189,12,712,4,0.45,0,0
44,Male,17,Mortgage,Married,664684,223791,48,672,1,0.34,2,0
62,Male,39,Rent,Married,1127936,881437,36,721,0,0.78,0,0
60,Female,33,Mortgage,Divorced,1019381,437423,36,753,4,0.43,0,0
22,Male,1,Rent,Single,575360,203390,60,670,5,0.35,0,0
28,Male,3,Own,Married,414742,150449,36,684,2,0.36,0,0
68,Male,45,Own,Married,1034031,339229,36,726,3,0.33,2,0
47,Male,22,Own,Married,704160,476897,60,723,1,0.68,0,0
42,Male,16,Own,Married,768336,159338,36,713,3,0.21,0,1
57,Male,30,Own,Divorced,692272,285843,36,699,0,0.41,3,0
47,Male,26,Rent,Single,773972,349745,36,766,4,0.45,0,0
49,Male,28,Mortgage,Single,602740,232392,60,685,1,0.39,2,0
23,Male,0,Mortgage,Married,331654,102491,24,629,5,0.31,0,0
64,Female,42,Rent,Divorced,792082,449449,48,799,3,0.57,0,0
33,Male,8,Rent,Divorced,345641,83422,24,673,3,0.24,0,0
65,Male,41,Own,Married,1052608,386030,24,692,2,0.37,0,0
30,Female,2,Mortgage,Married,516914,117970,48,638,3,0.23,0,0
56,Female,34,Mortgage,Married,970928,207113,36,720,5,0.21,0,0
29,Female,3,Mortgage,Married,265779,152214,24,753,2,0.57,0,0
47,Female,26,Rent,Married,861005,335660,48,674,1,0.39,0,0
54,Male,32,Rent,Single,1121888,369488,12,662,4,0.33,3,0
21,Male,0,Rent,Married,567793,441093,36,633,1,0.78,2,1
52,Male,31,Own,Single,893868,501564,36,679,4,0.56,0,0
45,Female,24,Mortgage,Single,872440,472189,12,680,5,0.54,1,0
49,Male,25,Rent,Divorced,573679,237263,36,683,2,0.41,0,0
27,Female,3,Own,Divorced,482523,182451,24,683,3,0.38,0,0
69,Female,45,Mortgage,Married,1341801,542042,12,727,0,0.4,1,0
23,Male,0,Own,Single,150000,77778,36,679,2,0.52,0,0
40,Male,16,Own,Married,583995,239803,60,704,3,0.41,0,0
40,Male,14,Rent,Married,494379,191034,24,692,4,0.39,0,0
50,Male,29,Own,Single,596699,125267,24,711,2,0.21,0,0
55,Male,29,Mortgage,Married,1189854,545011,36,709,6,0.46,0,0
55,Male,30,Mortgage,Divorced,803211,513997,24,661,5,0.64,0,0
69,Female,43,Mortgage,Single,816119,402866,36,746,5,0.49,0,0
59,Female,31,Own,Married,812684,263428,24,724,5,0.32,1,0
47,Female,25,Rent,Married,652851,267795,36,705,2,0.41,0,0
46,Female,21,Rent,Married,488007,365765,60,716,3,0.75,0,0
34,Male,6,Rent,Married,553731,379749,24,661,2,0.69,0,0
37,Male,16,Rent,Single,626057,347428,36,606,5,0.55,0,0
38,Male,13,Own,Married,775997,260014,60,703,2,0.34,0,1
65,Male,37,Mortgage,Single,801568,564800,36,749,4,0.7,0,0
49,Female,27,Rent,Divorced,682744,142070,36,682,3,0.21,0,1
40,Female,17,Rent,Married,528422,402565,24,703,2,0.76,0,0
47,Male,24,Own,Single,961097,442323,36,707,3,0.46,0,0
38,Male,12,Mortgage,Single,648972,511078,36,699,0,0.79,0,0
24,Male,0,Rent,Single,324256,132352,60,676,4,0.41,0,0
21,Male,0,Rent,Married,271248,185611,36,598,5,0.68,1,0
21,Female,0,Own,Single,394419,95512,36,667,5,0.24,0,0
46,Female,22,Rent,Divorced,750059,535134,48,671,6,0.71,0,0
65,Female,41,Mortgage,Married,1132085,416482,48,676,4,0.37,0,0
40,Female,15,Own,Divorced,570296,250082,36,601,4,0.44,0,0
43,Male,18,Mortgage,Married,549354,147630,24,648,3,0.27,0,0
30,Female,8,Mortgage,Divorced,559363,386292,24,607,5,0.69,1,0
31,Female,6,Rent,Married,623162,407558,48,657,4,0.65,0,1
61,Male,36,Rent,Single,1201665,687698,60,725,5,0.57,0,0
61,Male,35,Rent,Married,998425,438853,24,761,3,0.44,0,0
25,Female,1,Own,Single,291260,110690,48,675,3,0.38,0,0
21,Male,0,Rent,Married,185927,86409,24,628,4,0.46,0,0
37,Male,16,Mortgage,Single,631502,383652,36,672,5,0.61,0,0
42,Male,14,Rent,Divorced,541221,108528,24,665,2,0.2,0,0
54,Female,26,Mortgage,Married,693664,370062,60,734,4,0.53,0,0
65,Male,42,Own,Single,813050,303010,48,782,8,0.37,1,0
61,Female,36,Own,Married,877394,343375,60,655,5,0.39,1,1
49,Female,21,Own,Single,621015,474741,36,647,6,0.76,0,1
24,Female,0,Mortgage,Married,485160,111332,36,611,2,0.23,0,0
25,Female,4,Rent,Divorced,232597,142275,24,651,3,0.61,0,0
31,Male,6,Rent,Single,459447,162832,36,690,3,0.35,0,0
41,Male,13,Rent,Single,621052,267501,24,679,3,0.43,0,0
55,Male,29,Own,Single,850181,346887,24,741,5,0.41,0,1
32,Male,10,Rent,Divorced,559705,392408,60,689,4,0.7,0,0
46,Female,18,Own,Single,901638,186914,24,682,4,0.21,0,0
39,Female,14,Own,Single,527848,236029,24,681,3,0.45,0,0
65,Male,44,Own,Single,1130678,365296,36,772,4,0.32,0,0
27,Male,1,Rent,Married,349461,204800,48,622,3,0.59,0,0
67,Male,45,Mortgage,Married,946256,238101,60,755,6,0.25,0,0
27,Male,0,Rent,Single,241532,177786,48,690,1,0.74,0,0
46,Male,20,Own,Married,569020,388053,36,711,1,0.68,0,1
60,Female,39,Rent,Single,937627,324271,60,759,6,0.35,0,1
25,Female,3,Mortgage,Married,356651,188117,36,691,4,0.53,0,0
41,Female,17,Rent,Single,578043,408629,12,697,4,0.71,0,0
34,Male,7,Mortgage,Married,440880,140770,48,685,4,0.32,0,0
24,Male,0,Own,Married,613942,399143,24,650,7,0.65,0,0
43,Female,22,Rent,Married,554039,274013,24,719,2,0.49,0,0
62,Male,38,Own,Single,1107113,524207,36,680,3,0.47,0,0
40,Male,14,Own,Single,458727,173412,60,702,1,0.38,0,0
35,Male,8,Own,Married,484535,162677,48,685,2,0.34,0,0
65,Female,38,Mortgage,Divorced,953358,704844,60,784,1,0.74,0,1
49,Female,21,Own,Married,606596,126624,36,741,4,0.21,0,0
28,Female,1,Rent,Divorced,420168,146791,24,612,4,0.35,0,0
61,Male,37,Rent,Single,915852,730807,12,715,4,0.8,0,0
68,Female,43,Mortgage,Single,1049212,325614,48,673,1,0.31,2,0
39,Female,16,Own,Married,642282,160905,48,695,2,0.25,0,0
68,Male,45,Own,Married,1256313,336832,60,727,1,0.27,0,0
59,Female,31,Rent,Married,766802,186115,36,711,5,0.24,1,1
66,Female,45,Own,Single,1095800,790035,48,791,3,0.72,0,0
48,Female,22,Own,Married,719975,246775,24,702,2,0.34,0,0
66,Female,42,Own,Divorced,774971,225619,48,771,1,0.29,0,0
47,Male,21,Mortgage,Single,632921,328877,24,742,2,0.52,0,0
24,Male,0,Own,Married,329502,259531,36,585,5,0.79,0,0
35,Male,10,Mortgage,Single,704431,451787,60,652,3,0.64,0,0
55,Female,27,Rent,Married,641433,408658,24,723,3,0.64,1,0
57,Female,29,Mortgage,Married,793748,495736,36,722,4,0.62,0,1
21,Female,0,Own,Single,232353,58734,48,569,7,0.25,0,0
23,Male,0,Rent,Divorced,309397,135066,36,653,3,0.44,0,0
67,Female,42,Mortgage,Single,766980,390267,12,752,5,0.51,0,0
44,Male,23,Own,Married,838954,628781,24,612,4,0.75,0,0
47,Male,22,Own,Single,561860,346323,60,705,3,0.62,0,0
60,Female,35,Rent,Married,1133767,472667,24,691,4,0.42,0,0
56,Male,33,Own,Married,958402,529726,48,692,3,0.55,0,0
54,Male,30,Rent,Single,1074886,647204,36,748,4,0.6,0,0
49,Male,27,Rent,Married,788907,323161,36,681,3,0.41,0,0
44,Male,22,Mortgage,Divorced,1179689,446073,60,756,4,0.38,0,0
44,Male,23,Rent,Single,798280,526898,24,629,1,0.66,0,0
62,Female,41,Mortgage,Married,1344679,880711,48,748,1,0.65,0,0
24,Female,0,Own,Married,431332,132712,12,638,3,0.31,0,0
23,Male,0,Rent,Married,351577,266972,48,652,3,0.76,0,0
54,Male,31,Mortgage,Single,884503,410343,36,692,8,0.46,0,1
69,Male,45,Own,Married,878838,409312,36,694,0,0.47,0,0
43,Female,21,Rent,Married,640969,272116,60,670,3,0.42,0,0
43,Male,19,Rent,Single,537295,274911,24,702,3,0.51,3,0
65,Male,42,Own,Married,1184248,263351,24,693,2,0.22,1,0
25,Male,0,Rent,Married,157542,44376,12,629,4,0.28,0,0
51,Male,30,Mortgage,Single,914338,426961,24,668,4,0.47,0,0
61,Female,34,Rent,Married,1067638,780581,36,648,4,0.73,0,0
26,Male,0,Mortgage,Single,484248,101630,60,557,3,0.21,0,1
57,Male,29,Mortgage,Divorced,989585,487494,12,687,5,0.49,0,0
30,Male,7,Mortgage,Single,506937,403291,12,678,5,0.8,0,1
60,Female,32,Rent,Married,1121224,476281,36,665,2,0.42,0,0
27,Female,4,Rent,Married,560683,327378,12,687,5,0.58,0,1
59,Male,36,Own,Married,757045,298438,24,709,1,0.39,0,0
58,Male,37,Mortgage,Married,613824,343136,24,752,3,0.56,0,0
41,Female,16,Rent,Single,412182,124396,36,687,2,0.3,1,1
40,Male,19,Mortgage,Married,314389,144910,60,656,0,0.46,0,0
23,Female,2,Rent,Married,482478,188438,48,649,5,0.39,0,0
42,Male,16,Own,Married,535177,330027,48,676,0,0.62,0,0
67,Male,45,Rent,Married,999331,522612,36,730,2,0.52,0,0
24,Female,3,Rent,Married,432140,233294,48,682,4,0.54,0,0
48,Female,27,Mortgage,Married,955085,406751,36,752,2,0.43,0,1
32,Female,9,Rent,Married,791916,244604,36,701,6,0.31,0,0
58,Female,31,Own,Married,959515,452817,36,702,2,0.47,0,0
56,Male,33,Rent,Married,1282117,986598,48,778,3,0.77,0,0
67,Female,45,Mortgage,Married,1043920,684220,24,791,1,0.66,0,0
61,Female,33,Mortgage,Married,755129,318918,48,684,3,0.42,0,0
25,Male,0,Mortgage,Single,376531,299469,60,742,2,0.8,0,0
33,Male,9,Mortgage,Married,613976,443673,36,685,2,0.72,1,0
43,Male,15,Own,Married,344229,105784,36,727,4,0.31,0,0
50,Male,22,Own,Married,775546,211092,36,672,7,0.27,2,0
57,Female,29,Own,Married,903836,594013,36,666,2,0.66,0,0
45,Male,19,Own,Divorced,703814,462301,12,652,2,0.66,0,0
68,Male,44,Rent,Married,1461945,504561,36,778,4,0.35,0,0
47,Female,22,Rent,Married,561953,142349,12,682,2,0.25,0,0
34,Male,10,Rent,Married,476327,279078,60,672,6,0.59,0,0
68,Female,45,Own,Divorced,992540,204290,24,794,5,0.21,0,0
67,Female,45,Rent,Married,1140888,793151,36,711,1,0.7,1,0
56,Male,32,Mortgage,Married,714948,450231,36,718,3,0.63,0,0
59,Male,38,Rent,Married,930390,508846,48,784,4,0.55,0,1
36,Male,12,Rent,Divorced,723933,239162,48,690,1,0.33,1,0
